number,q1.1,q1.3,q1.9
1581,3,1,5
1680,4,3,7
1720,4,3,5
1726,1,2,4
1741,6,3,5
1744,6,3,6
1749,4,3,5
1898,2,3,5
1901,2,3,5
1972,2,3,5
2133,3,4,5
2144,6,3,6
2156,5,4,6
2163,6,4,5
2176,5,3,5
2181,1,3,4
2184,6,3,6
2644,4,4,6
2646,2,2,5
2706,3,1,6
2720,2,1,6
2731,2,1,4
2786,1,2,5
2793,4,2,6
2912,3,2,6
2922,3,2,5
2948,4,2,7
3012,1,1,7
3051,3,3,5
3071,1,2,4
3075,3,1,7
3080,3,3,6
3085,3,1,6
3100,1,2,6
3332,4,2,6
3333,5,2,6
3458,3,2,5
3493,3,1,6
3498,2,1,6
3547,3,2,5
3753,1,2,7
3840,3,3,5
3913,4,2,4
3936,3,3,6
4052,2,1,6
4056,2,2,5
4363,4,3,5
4382,3,1,5
4439,4,3,5
4448,1,3,6
4543,1,1,5
4551,2,2,4
4570,2,2,6
4585,2,2,4
4607,3,2,4
4620,1,3,5
4668,2,1,5
4828,3,3,5
4831,3,3,6
4833,3,1,6
4838,1,3,5
4840,3,1,5
4846,3,1,6
4850,1,1,6
4853,4,3,6
4857,3,3,6
5370,3,2,5
5400,2,1,5
5423,3,1,5
5578,3,3,6
5709,3,2,6
5720,2,2,6
5752,2,3,5
5972,4,2,5
5989,5,3,7
5995,1,1,7
6011,6,2,7
6019,3,2,6
6032,2,2,6
6046,3,1,6
6052,2,2,6
6059,3,3,5
6077,3,3,6
6087,3,4,6
6091,3,4,6
6094,4,4,5
6116,3,2,6
6132,1,1,4
6144,2,1,5
6282,2,2,6
6302,4,3,6
6345,2,3,6
6390,2,3,5
6556,2,2,5
6573,3,3,6
6620,6,4,7
6626,3,3,5
6636,1,2,5
6646,1,2,4
6696,3,3,6
6700,3,2,6
6711,3,3,6
6716,2,3,5
6722,3,3,6
6739,2,2,6
6751,2,3,5
6756,2,2,5
6765,1,2,5
6766,2,1,6
6775,1,2,6
6776,2,3,5
6785,2,3,5
6787,3,1,6
6802,3,3,5
6814,2,3,5
6821,1,1,5
6835,3,3,6
6841,1,2,6
6850,2,2,5
6857,2,3,5
6866,3,4,4
6869,1,1,5
6891,3,1,5
6895,1,2,5
6919,2,1,5
6932,2,1,6
6944,2,1,6
6954,2,3,5
6956,1,2,5
6958,2,1,6
6964,3,3,5
6969,2,2,5
6981,3,3,5
6995,4,3,6
7000,1,1,7
7017,1,3,5
7019,1,2,7
7027,1,1,6
7037,2,3,4
7048,3,2,5
7058,2,1,6
7113,2,1,6
7114,1,3,5
7127,4,4,6
7146,1,3,5
7167,3,4,6
7287,3,3,5
7292,2,1,6
7303,1,2,5
7319,2,1,5
7382,1,1,4
7390,1,1,4
7398,1,2,5
7420,1,2,4
7429,2,2,4
7442,2,2,4
7451,1,2,6
7453,3,4,6
7481,2,2,4
7486,1,2,6
7495,1,2,5
7503,1,2,4
7660,2,3,4
7673,3,3,4
7685,5,3,4
7699,5,3,5
7715,6,2,7
7729,2,3,5
7734,5,3,7
7740,6,3,7
7747,4,4,5
7771,1,2,4
7783,3,2,5
7794,1,2,5
7813,1,2,5
7819,1,2,5
7824,5,3,5
7833,3,2,5
7845,5,3,5
7856,6,3,6
7868,3,3,6
7869,1,2,5
7872,1,2,5
7878,3,3,4
7891,3,3,5
7893,2,1,6
7902,3,2,4
7924,3,2,6
8020,3,3,6
8036,4,2,6
8061,5,3,5
8074,6,3,7
8117,1,2,4
8126,5,3,3
8149,3,2,5
8165,5,4,6
8172,2,1,5
8176,4,4,5
8185,1,2,5
8200,1,3,5
8208,3,3,6
8209,2,2,5
8226,2,1,6
8252,4,3,6
8266,1,3,6
8275,1,1,6
8285,1,2,3
8300,3,3,5
8313,1,1,5
8324,3,1,6
8328,2,2,6
8344,3,1,6
8346,5,4,6
8442,1,2,4
8500,1,3,3
8519,3,3,5
8543,1,2,6
8547,5,2,5
8554,3,3,5
8556,4,3,5
8568,5,2,5
8574,4,2,5
8580,1,4,1
8586,4,2,5
8591,4,3,5
8593,3,1,6
8605,4,2,7
8611,4,2,5
8621,4,4,5
8631,3,4,6
8636,1,2,6
8647,4,2,5
8683,1,4,6
8689,1,4,5
8692,1,3,5
8696,4,3,6
8713,5,4,6
8759,1,1,6
8770,1,1,6
8777,1,1,6
8783,3,1,5
8909,3,2,6
9134,4,3,6
9141,6,3,6
9152,4,3,4
9154,1,2,4
9159,2,1,5
9162,3,3,5
9175,2,2,5
9275,2,2,5
9279,1,1,6
9288,2,1,6
9294,2,2,6
9299,2,2,6
9307,2,2,6
9339,1,2,4
9348,3,1,5
9362,6,3,5
9370,3,1,7
9379,6,3,6
9384,5,3,6
9388,6,3,6
9396,4,1,6
9401,1,4,4
9424,1,3,4
9427,5,3,7
9443,4,4,5
9469,4,3,6
9477,3,3,5
9487,1,1,6
9493,6,3,1
9527,3,1,5
9532,3,1,5
9535,1,1,5
9541,3,1,5
9546,2,1,5
9548,2,1,5
9555,3,3,5
9557,1,1,5
9567,1,1,5
9584,2,1,5
9590,1,1,5
9619,1,2,5
9624,1,3,5
9626,1,2,5
9637,2,1,6
9642,2,3,5
9647,1,2,5
9651,2,1,4
9654,2,1,6
9656,3,1,5
9663,2,2,6
9667,2,1,5
9677,2,2,6
9693,1,3,6
9696,1,1,5
9698,1,4,5
9701,1,1,5
9707,1,4,4
9709,2,1,5
9717,2,1,5
9720,4,2,5
9728,1,1,5
9733,1,1,5
9788,1,1,5
9818,1,2,5
9829,1,1,5
9844,1,1,5
9888,1,1,4
9900,2,1,5
9910,3,3,7
9913,3,4,4
9915,1,1,5
9918,2,3,5
9919,4,3,7
9921,1,4,6
9929,1,1,5
9931,3,3,6
9947,1,1,5
9959,2,1,5
9965,1,1,5
9976,2,1,5
9981,1,1,5
10041,3,2,6
10055,3,2,5
10067,2,2,6
10078,2,2,6
10089,4,2,6
10100,6,4,7
10109,6,4,7
10118,4,3,5
10121,4,3,6
10131,2,2,6
10152,3,4,6
10155,3,3,7
10156,1,1,4
10162,4,3,5
10164,1,4,6
10173,3,3,5
10176,1,4,6
10180,1,3,4
10184,4,3,6
10189,5,4,4
10202,4,3,7
10207,2,3,7
10208,1,3,5
10210,4,3,5
10214,1,2,1
10216,3,2,6
10220,3,2,7
10227,6,4,5
10242,3,3,5
10249,2,2,6
10253,4,4,6
10256,1,1,5
10260,4,4,7
10261,3,1,5
10267,3,3,6
10271,1,1,6
10281,1,1,5
10288,6,3,7
10293,6,3,7
10295,1,1,5
10303,3,3,7
10305,1,1,6
10309,3,3,6
10312,1,1,5
10364,1,1,5
10366,1,1,5
10468,2,1,6
10475,2,1,6
10479,2,3,4
10489,1,1,5
10493,1,1,5
10496,1,1,5
10497,1,1,6
10499,1,1,5
10500,1,1,5
10504,4,3,6
126,3,1,6
128,2,3,6
129,2,1,6
131,2,2,7
134,4,2,5
140,5,2,6
142,6,4,7
143,5,3,6
144,2,3,5
146,2,3,6
175,3,2,6
177,4,1,6
179,4,2,6
181,1,1,5
183,4,2,6
185,3,3,6
187,3,3,6
193,4,3,7
424,4,3,6
425,3,3,5
427,4,3,6
429,1,3,5
430,3,4,6
431,4,3,6
432,4,3,5
435,1,3,5
436,5,3,6
437,4,3,5
438,1,3,5
439,4,2,6
440,4,2,6
441,5,3,6
442,4,3,6
443,1,2,6
444,4,3,6
445,4,3,6
446,4,3,6
447,3,3,5
549,5,3,6
550,2,3,6
551,3,3,5
553,3,3,5
557,4,3,5
569,3,3,6
573,6,4,7
576,5,3,6
681,6,3,6
682,6,3,6
684,5,3,6
686,5,3,6
689,6,3,6
690,5,3,6
691,6,3,6
692,5,3,7
693,6,3,6
696,3,4,5
788,2,4,6
790,4,3,7
792,3,3,6
793,4,3,6
794,3,3,5
795,3,3,6
848,4,4,6
858,6,4,7
997,6,4,7
1099,5,3,6
1106,3,3,5
1110,4,3,7
1111,3,3,6
1112,3,4,6
1114,6,4,7
1117,3,3,5
1118,5,3,6
1119,3,4,6
1120,3,3,6
1121,6,3,6
1122,6,4,6
1123,4,4,6
1124,3,4,5
1126,6,4,6
1127,5,3,6
1128,5,4,6
1417,3,3,5
1424,3,3,6
1539,3,4,6
1896,5,4,6
1908,3,4,5
2162,3,3,6
2177,3,2,5
2438,1,1,5
2971,5,2,6
2974,6,2,6
2980,4,4,6
2982,6,3,6
2985,4,4,6
2986,1,2,5
2987,4,4,6
2988,4,2,5
3074,3,1,6
3295,4,3,6
3429,1,1,6
3432,3,1,6
3439,1,1,6
3672,1,1,4
3725,4,2,6
3728,4,3,5
3730,4,3,4
4060,2,2,6
4062,2,3,5
4071,3,1,6
4075,1,1,5
4078,3,1,6
4090,1,1,5
4214,3,4,6
4516,4,2,6
4522,3,3,6
4524,4,2,6
4529,3,3,6
4531,4,1,5
4554,1,1,6
4558,3,3,6
4567,4,2,6
4673,3,1,6
4693,2,1,6
4709,1,1,6
4717,1,1,5
4730,1,1,6
4735,1,2,5
4740,1,1,5
4747,4,2,5
4752,5,2,5
4765,2,1,5
4772,2,2,5
4798,2,1,6
4802,3,3,6
4807,3,3,6
4810,3,3,6
4811,3,3,6
5635,3,4,5
5655,2,1,5
5666,3,2,5
5689,3,2,5
5705,2,1,5
5722,3,1,5
5761,2,2,5
5772,2,2,5
5795,2,1,5
5827,3,2,5
5928,3,2,5
5940,3,3,5
5954,2,2,5
5971,1,2,4
6042,3,2,4
6115,2,2,5
6247,3,4,4
6249,1,2,5
6251,3,4,3
6252,5,3,4
6300,1,3,3
6303,3,3,4
6307,2,3,4
6313,2,3,4
6316,2,3,5
6327,6,3,4
6334,2,3,5
6363,2,3,4
6365,2,3,5
6379,2,3,5
6395,2,3,5
6666,1,2,4
6668,2,2,6
6669,1,3,6
6670,1,3,6
6672,3,4,5
6673,1,4,6
6674,4,3,4
6675,3,3,4
6676,3,3,5
6678,3,4,5
6706,3,3,6
6727,4,3,5
6811,4,2,6
6819,3,3,5
6831,1,1,5
6838,3,3,6
6847,2,1,5
6854,1,3,4
6901,5,3,5
6905,2,3,5
6909,2,3,5
6911,2,3,5
6953,2,2,5
6961,1,3,5
6973,2,1,5
7046,1,1,5
7056,2,1,5
7067,1,1,6
7076,1,1,5
7105,1,3,5
7107,3,4,5
7119,5,4,5
7125,2,3,5
7130,1,3,6
7140,1,3,5
7189,2,3,5
7191,4,3,5
7192,1,3,5
7228,1,3,5
7230,2,1,5
7232,3,2,5
7431,3,2,5
7475,3,4,5
7649,2,2,6
7653,2,2,5
7659,1,3,5
7680,1,2,5
7707,2,2,5
7775,2,2,5
7787,2,2,5
7800,1,2,5
7809,2,2,5
7818,1,2,5
7830,1,2,5
7850,1,2,5
7861,2,2,5
7867,1,2,5
7916,1,2,5
7975,3,2,6
7976,2,2,5
7978,2,2,4
7981,3,2,3
8019,2,2,5
8027,1,2,5
8037,2,3,6
8039,3,3,6
8041,3,3,6
8096,2,3,5
8106,2,3,6
8116,1,3,6
8138,2,3,5
8150,3,4,6
8169,2,3,5
8183,3,3,6
8193,1,3,6
8201,2,3,5
8216,3,3,6
8230,2,3,5
8232,3,3,6
8241,5,3,5
8247,4,3,5
8354,3,3,4
8357,3,3,4
8363,2,3,4
8370,2,2,4
8374,2,2,4
8377,2,4,4
8383,3,3,4
8385,6,4,4
8434,2,4,6
8795,1,4,4
8797,1,3,4
8802,3,3,4
8803,1,3,5
8807,2,3,5
8820,1,2,5
8837,4,3,6
9093,3,2,5
9246,1,1,7
9251,3,3,6
9254,4,1,6
9606,4,3,6
9631,3,3,3
9990,3,3,5
10009,3,1,6
10015,1,2,6
10222,6,3,7
10239,5,4,7
10294,1,1,4
10296,6,1,6
10307,4,3,7
10323,1,1,4
10330,4,2,4
10332,4,3,5
10334,1,1,4
10338,1,1,4
10339,6,1,4
10395,1,1,6
10401,5,1,4
10402,4,3,6
10406,5,1,4
10502,3,1,6
10503,1,1,5
130,4,1,5
137,5,2,5
138,3,1,6
139,4,1,7
141,2,2,5
147,2,3,6
162,4,1,5
163,4,3,6
164,3,4,4
167,4,4,6
202,5,3,5
203,4,2,7
204,2,1,5
205,3,1,5
206,3,1,5
207,4,1,5
208,6,1,6
209,6,1,7
210,2,1,6
211,6,1,6
212,4,1,6
213,4,1,6
214,3,1,6
221,2,1,5
239,3,2,6
244,3,3,5
250,4,2,7
259,2,1,6
261,4,3,4
267,4,4,7
270,6,4,7
277,4,1,6
280,2,1,6
290,3,3,6
291,2,3,5
320,1,1,5
324,3,3,6
342,6,4,7
394,2,3,5
397,2,2,3
415,4,1,4
417,5,1,6
428,3,3,5
469,1,1,4
481,2,1,4
484,4,4,6
485,3,4,5
490,1,1,4
493,1,2,4
495,4,2,6
612,4,2,5
613,5,1,5
872,2,1,4
911,3,2,6
914,5,4,5
926,1,1,6
928,1,1,6
964,3,1,7
968,2,1,6
986,2,1,5
991,6,4,5
1005,4,1,7
1009,1,3,4
1012,2,3,5
1017,4,3,4
1021,4,4,6
1038,6,1,7
1052,3,2,6
1054,2,1,5
1060,2,1,6
1075,1,1,6
1079,6,4,7
1085,1,1,6
1135,3,1,6
1146,6,4,7
1157,2,3,6
1163,2,1,6
1166,1,1,6
1176,3,3,5
1186,1,1,7
1191,4,3,7
1279,4,3,6
1300,5,4,7
1307,5,4,7
1317,5,2,5
1320,3,1,6
1327,5,2,5
1328,5,4,7
1337,4,2,5
1376,4,2,5
1383,5,3,5
1406,4,2,5
1459,3,2,4
1464,5,4,6
1477,2,2,5
1480,2,2,5
1495,3,2,6
1515,5,3,6
1530,1,1,6
1537,5,4,6
1547,2,2,7
1556,5,3,5
1560,3,1,6
1612,1,2,5
1646,4,2,4
1649,3,4,4
1839,2,3,6
1843,2,2,6
1844,3,3,5
1846,1,3,4
1923,1,1,5
1926,3,1,5
1982,6,4,5
1983,6,4,5
1987,5,4,6
1991,4,4,6
2041,2,3,3
2122,6,4,5
2225,3,3,4
2246,4,4,7
2247,5,3,6
2257,3,3,4
2289,4,4,6
2290,3,2,6
2298,3,2,6
2301,3,2,6
2309,1,1,6
2315,1,1,6
2318,4,4,6
2321,4,4,6
2328,1,1,6
2330,5,4,5
2334,4,4,6
2335,3,2,6
2343,2,1,6
2346,4,4,6
2353,4,4,6
2354,3,1,6
2364,1,1,6
2365,4,4,6
2371,3,2,6
2373,4,4,6
2377,3,3,5
2386,4,4,6
2409,4,3,5
2410,4,3,5
2564,4,2,5
2597,3,2,5
2605,3,2,5
2637,1,4,6
2641,4,3,6
2697,2,1,6
2751,1,3,6
2760,2,1,6
2767,2,1,6
2803,2,1,6
2820,3,2,5
2833,2,1,6
2846,2,2,6
2848,4,4,6
3063,1,1,3
3073,4,4,6
3082,1,3,6
3086,2,3,6
3097,4,4,6
3101,4,4,6
3105,1,2,6
3116,2,2,6
3120,4,3,6
3122,2,3,5
3127,4,4,6
3134,4,4,6
3141,3,3,6
3150,4,4,6
3158,2,3,5
3163,3,2,5
3166,4,4,6
3173,2,3,5
3193,4,4,6
3198,4,3,7
3207,4,3,6
3217,4,4,6
3342,4,3,6
3355,4,3,7
3377,2,2,6
3433,4,2,5
3465,3,2,6
3470,3,2,5
3517,3,2,5
3522,3,2,5
3525,4,2,6
3533,4,1,6
3543,3,1,5
3573,3,1,5
3577,4,1,5
3579,4,1,6
3584,3,2,6
3604,4,3,6
3610,3,1,6
3617,4,2,5
3630,3,2,6
3697,3,1,4
3720,3,1,5
3723,3,1,6
3724,3,2,5
3756,3,2,6
3762,3,2,5
3769,3,2,4
3775,3,1,6
3780,4,2,4
3781,4,3,6
3785,4,2,5
3791,4,1,6
3792,4,3,6
3794,4,3,6
3796,1,2,6
3799,4,3,6
3801,1,3,6
3804,2,1,5
3806,5,4,6
3807,3,3,6
3811,2,1,6
3812,3,1,6
3814,4,3,6
3820,4,3,6
3824,4,3,5
3835,3,4,5
3844,2,3,6
3853,3,3,6
3988,3,3,6
4003,3,2,6
4019,3,2,6
4030,1,2,6
4070,3,3,6
4080,1,1,6
4097,3,3,6
4110,3,1,7
4128,4,3,5
4131,3,3,6
4147,3,3,6
4156,3,2,5
4157,3,3,6
4194,5,3,5
4199,3,3,6
4256,3,3,6
4565,1,2,6
4589,3,3,6
4600,3,3,6
4614,3,3,6
4628,3,2,6
4630,3,1,6
4636,3,3,6
4638,3,3,5
4640,4,2,5
4646,4,3,6
4656,3,2,5
4658,3,3,6
4660,2,3,6
4664,3,3,6
4669,1,2,5
4676,3,3,6
4702,4,1,6
4737,4,2,6
4776,4,2,6
4790,4,2,5
4851,4,2,5
4875,2,3,4
4928,4,1,6
4933,4,1,6
4946,4,2,5
4955,3,3,6
4960,3,3,6
4964,4,3,6
4972,3,3,6
4984,3,3,6
5001,1,1,5
5004,2,3,6
5018,3,4,6
5042,2,3,5
5044,1,1,5
5054,6,1,5
5058,4,4,6
5073,4,1,6
5095,3,1,4
5235,2,3,6
5239,3,2,5
5243,1,3,6
5249,3,1,6
5251,1,3,6
5254,1,1,6
5260,2,3,6
5261,3,3,6
5263,3,3,6
5267,2,3,5
5275,6,2,6
5279,1,3,6
5280,3,3,5
5286,2,3,5
5289,3,3,6
5292,3,1,5
5296,1,3,5
5297,3,1,6
5302,2,1,6
5308,2,1,6
5312,1,2,6
5321,2,2,6
5328,4,4,6
5329,1,2,5
5332,2,1,6
5338,1,1,6
5340,3,3,6
5341,1,1,5
5345,2,2,5
5356,6,3,6
5357,3,2,6
5359,3,1,5
5369,2,1,6
5376,2,3,6
5385,3,3,5
5388,3,3,6
5393,3,1,6
5395,2,1,6
5396,6,3,5
5407,5,3,6
5408,5,4,6
5420,6,3,6
5425,3,3,6
5430,3,2,6
5431,4,3,6
5508,1,1,6
5517,5,2,6
5519,5,3,5
5524,2,1,5
5526,3,3,6
5527,5,4,6
5532,2,1,5
5550,1,1,5
5554,2,1,6
5558,3,2,5
5562,3,3,6
5566,1,3,6
5570,1,1,6
5581,1,3,5
5585,4,2,6
5589,3,3,5
5596,2,2,3
5619,3,2,5
5626,2,3,6
5633,1,2,5
5634,1,1,6
5639,1,2,6
5640,1,3,6
5641,3,3,6
5647,2,1,6
5651,3,3,6
5693,4,2,6
5708,3,3,6
5710,5,3,6
5712,3,2,6
5719,3,2,6
5725,3,2,5
5730,3,3,6
5732,1,2,6
5757,4,3,6
5764,1,1,5
5766,6,3,7
5774,2,2,5
5777,4,2,4
5793,3,3,5
5799,3,3,6
5801,3,3,6
5807,4,3,6
5811,1,3,6
5814,1,3,5
5815,2,3,6
5816,3,1,6
5821,5,3,6
5824,3,3,6
5830,2,3,6
5843,4,3,6
5850,1,3,6
5856,1,3,5
5859,3,3,6
5865,1,3,6
5876,3,3,6
5921,2,3,6
5934,2,3,7
5936,1,3,5
5945,3,3,6
5946,1,2,6
5953,3,2,7
5962,3,3,6
5964,3,2,6
5977,3,3,6
5994,2,1,6
6005,4,3,6
6024,2,2,6
6051,3,2,5
6066,3,2,6
6109,4,3,5
6112,3,2,6
6119,6,3,6
6129,3,3,6
6133,5,3,6
6138,3,3,6
6151,4,3,5
6236,2,1,5
6237,1,1,6
6243,5,3,6
6250,2,2,5
6254,1,1,6
6258,1,2,5
6259,3,3,5
6268,3,3,6
6269,3,2,4
6276,6,2,5
6291,1,1,6
6292,3,3,6
6295,2,3,6
6298,2,3,6
6308,2,1,6
6328,1,1,6
6450,3,3,6
6507,1,3,6
6510,1,1,6
6514,1,1,6
6521,1,2,6
6525,2,1,6
6550,3,1,6
7369,4,3,6
7424,1,3,5
7432,4,3,5
7474,3,1,6
7730,4,4,5
8624,2,3,5
8629,3,3,4
8640,2,3,5
8673,1,2,4
8697,6,3,5
8745,1,1,6
8788,2,3,6
8825,1,1,6
8830,2,1,5
8845,3,1,5
8907,1,3,4
8914,1,3,4
8946,2,2,4
8956,3,2,5
8961,1,3,5
8973,5,3,5
8981,2,1,6
8987,2,1,5
8997,3,3,5
9011,2,3,5
9028,5,4,4
9029,3,4,4
9031,4,2,5
9032,3,4,4
9037,3,1,5
9051,1,3,4
9060,2,1,5
9066,1,1,6
9078,3,3,5
9100,3,2,5
9107,3,2,5
9115,4,3,6
9116,3,3,5
9119,1,3,6
9124,3,3,6
9126,3,1,5
9129,1,3,4
9131,3,1,5
9135,4,4,6
9137,3,3,6
9138,4,2,6
9142,4,3,5
9145,4,2,6
9153,1,3,6
9167,1,2,6
9171,3,1,5
9172,3,2,5
9176,3,1,6
9180,2,3,5
9181,3,1,5
9183,1,1,5
9186,2,2,6
9187,2,3,6
9190,2,2,5
9191,2,2,6
9196,6,3,6
9197,3,3,6
9208,3,2,6
9211,4,3,5
9221,2,1,5
9228,2,2,5
9232,3,2,6
9233,3,1,5
9236,4,2,5
9239,1,1,5
9266,1,3,6
9269,2,3,4
9272,6,4,4
9273,3,3,5
9290,3,3,6
9298,3,3,6
9316,3,2,4
9317,2,1,6
9320,2,2,5
9321,2,1,6
9334,3,1,5
9373,4,3,5
9378,4,4,6
9383,6,3,7
9386,4,3,5
9390,3,3,7
9415,1,3,6
9425,3,2,4
9430,4,2,5
9453,5,4,6
9462,4,3,5
9464,3,1,5
9468,1,2,5
9472,2,3,4
9474,1,3,6
9481,3,3,6
9492,6,3,5
9497,2,3,5
9500,2,2,5
9505,1,3,4
9511,3,3,6
9644,2,3,6
9675,3,3,5
9681,5,3,6
9719,1,4,5
9735,2,1,4
9761,1,2,5
9779,3,3,5
9783,1,2,5
9785,2,3,5
9804,3,2,4
9841,3,4,5
9852,3,3,4
9861,5,3,6
9925,2,2,5
9939,4,3,4
9948,2,3,5
9963,2,3,5
9971,4,2,6
9978,2,3,4
9982,4,3,5
9983,3,3,5
10023,1,3,4
10058,3,2,5
10072,2,2,5
10077,3,2,6
10080,1,2,5
10085,1,2,5
10088,2,2,4
10114,3,3,4
10119,3,2,5
10130,3,3,5
10138,3,3,5
10181,3,3,6
10195,6,3,7
10197,4,3,6
10201,5,3,6
10206,1,1,6
10215,3,3,5
10219,4,2,6
10223,2,3,5
10229,2,1,6
10237,1,1,4
10247,1,1,4
10255,5,3,6
10263,1,1,4
10266,2,1,6
10272,2,1,6
10282,2,1,6
10297,2,1,6
10301,2,1,5
10306,6,4,6
10365,1,1,5
10370,1,1,6
10372,2,1,6
10374,1,1,6
10380,2,1,6
10381,2,1,6
10387,6,1,4
10392,2,1,6
10457,3,4,6
10459,4,3,6
10461,5,3,6
10474,3,4,5
10516,4,3,5
10517,4,1,4
10518,1,3,6
10520,1,2,4
10521,2,2,6
10523,4,1,4
10524,4,1,4
10526,4,2,6
10527,3,1,6
10529,4,1,4
10532,3,2,6
10535,4,3,6
10547,4,1,4
10549,3,3,6
10554,3,3,6
545,6,4,7
607,1,1,4
616,5,3,7
620,1,1,6
624,3,3,7
630,5,2,6
646,5,4,6
702,4,4,6
705,5,4,6
740,6,3,6
741,5,4,6
758,3,3,7
759,4,4,5
778,3,4,5
784,3,4,5
786,1,3,4
804,3,4,6
812,2,3,6
816,4,3,5
821,4,4,6
830,4,4,6
838,2,3,5
883,3,3,4
885,3,3,4
892,3,4,6
895,2,2,5
918,4,3,5
925,4,3,4
971,1,4,4
973,2,4,6
976,2,3,6
978,2,1,6
981,1,1,5
985,6,4,7
994,1,1,6
1002,1,1,5
1003,4,2,6
1032,4,2,5
1042,3,3,6
1059,3,4,4
1063,3,3,4
1066,6,4,5
1071,4,4,6
1073,3,3,6
1080,3,3,5
1089,4,3,6
1102,3,1,6
1103,4,3,6
1108,4,4,4
1113,5,1,6
1115,6,4,6
1130,3,1,6
1132,6,4,7
1133,4,2,5
1134,5,3,5
1138,6,4,7
1141,4,4,6
1143,6,4,6
1149,4,2,6
1151,5,4,6
1159,4,4,6
1161,5,2,6
1170,5,3,7
1174,3,2,5
1181,5,4,6
1188,2,2,6
1195,3,2,6
1201,3,4,5
1204,4,3,5
1206,4,3,6
1209,6,3,7
1211,5,4,6
1217,5,4,7
1221,1,1,6
1223,5,4,6
1225,3,3,6
1226,4,3,7
1229,3,2,5
1230,1,3,5
1231,2,4,5
1236,4,1,7
1237,4,4,6
1240,3,3,6
1241,4,3,5
1242,3,4,6
1243,4,3,4
1247,4,3,4
1251,5,2,6
1253,4,4,6
1258,4,4,6
1266,6,4,6
1281,3,3,5
1283,4,4,6
1284,4,3,5
1287,4,3,4
1291,2,1,6
1294,2,1,5
1296,3,1,5
1297,3,2,5
1299,1,1,4
1303,3,3,6
1305,3,2,4
1306,3,3,5
1308,3,1,5
1310,3,2,4
1314,3,3,4
1318,6,3,6
1319,1,1,6
1323,3,2,6
1333,4,3,6
1336,3,1,7
1340,5,4,6
1342,6,4,6
1345,3,3,4
1346,3,3,5
1347,4,4,6
1348,2,1,5
1350,2,1,5
1351,5,3,6
1353,4,4,5
1354,5,4,6
1355,5,4,5
1356,2,1,5
1358,1,1,5
1362,4,4,5
1367,5,4,5
1368,3,3,5
1375,5,4,6
1379,4,3,4
1380,3,4,6
1384,3,4,6
1388,3,1,5
1390,3,4,5
1391,2,3,6
1394,5,3,5
1395,3,4,5
1397,2,3,5
1402,1,1,5
1403,5,3,6
1404,3,4,5
1407,5,4,6
1409,4,3,6
1410,3,2,6
1413,3,3,5
1414,3,3,5
1415,1,3,5
1418,2,4,4
1419,3,2,6
1422,4,2,6
1423,4,3,4
1425,3,4,6
1426,3,3,4
1428,3,3,6
1430,4,4,6
1431,4,3,6
1432,3,3,5
1433,3,3,4
1435,3,2,4
1438,3,1,4
1441,4,2,4
1443,4,3,5
1446,3,2,5
1447,4,3,5
1448,5,4,6
1449,3,1,4
1451,5,4,6
1452,3,4,5
1456,5,4,5
1458,3,1,4
1461,3,1,4
1465,3,3,5
1466,2,3,6
1467,4,3,5
1468,3,3,6
1470,5,4,5
1471,3,3,4
1474,5,4,6
1476,3,1,4
1478,3,1,4
1479,3,3,5
1481,4,3,4
1482,3,1,4
1484,3,1,4
1486,3,1,4
1487,1,2,6
1488,2,1,4
1490,4,1,6
1491,3,1,4
1492,3,3,5
1493,4,4,5
1496,3,1,4
1499,3,1,4
1501,1,3,5
1503,4,3,5
1504,5,4,6
1505,2,3,6
1507,5,1,4
1508,6,3,6
1510,1,4,5
1511,3,1,4
1513,3,4,5
1514,3,1,4
1516,3,3,6
1517,1,4,5
1519,3,1,4
1520,4,4,6
1521,4,3,5
1522,3,1,4
1523,4,4,5
1525,1,4,5
1526,1,3,5
1529,4,4,5
1531,4,4,5
1533,4,4,6
1534,2,2,6
1536,5,4,6
1540,3,2,5
1545,3,3,6
1548,3,3,5
1551,2,3,5
1559,6,4,6
1564,3,3,5
1568,4,3,5
1574,4,3,5
1575,5,4,6
1576,2,2,6
1577,4,4,5
1578,4,3,5
1580,3,1,4
1585,4,3,6
1595,6,3,6
1623,2,1,5
1624,2,1,5
1627,4,4,6
1636,1,1,6
1638,5,1,7
1639,4,4,5
1641,6,4,6
1650,4,4,6
1652,4,4,6
1654,4,3,6
1658,3,2,4
1660,3,3,6
1661,3,4,6
1663,6,3,6
1664,6,4,5
1671,3,3,5
1674,4,3,4
1676,3,2,6
1691,3,2,6
1695,5,4,5
1699,6,4,6
1702,5,4,6
1704,6,4,6
1706,5,4,6
1707,3,3,6
1709,4,4,6
1711,5,4,5
1714,5,4,6
1715,5,4,6
1721,6,3,6
1722,4,3,6
1723,6,3,6
1728,3,3,6
1729,6,4,6
1730,6,4,6
1732,3,3,6
1734,1,3,5
1738,3,3,6
1740,5,2,6
1745,4,3,5
1748,5,4,6
1750,4,3,6
1752,3,3,6
1756,3,3,6
1757,5,4,6
1760,1,2,6
1766,5,4,6
1767,3,3,5
1777,4,4,6
1781,1,1,5
1782,4,4,5
1787,6,3,5
1788,2,1,5
1801,2,3,5
1802,3,3,6
1806,5,3,6
1811,4,3,6
1813,5,4,6
1815,3,2,6
1816,3,3,5
1817,4,4,6
