실태조사응답자일련번호,응답자성별코드,응답자연령대코드,응답자거주지역코드
FFNSR_RSPT_CONNO,RSPT_SXDST_CD,RSPT_AGGRP_CD,RSPT_RSDNC_ARCD
10960,F,1,8
10961,F,1,8
10962,F,1,8
10965,F,1,8
10966,F,1,8
10967,M,3,2
10968,M,3,8
10969,F,4,2
10970,M,3,8
10971,F,1,8
10972,M,5,2
10977,M,3,8
10978,M,1,8
10979,F,4,2
10980,F,2,8
10981,M,6,8
10983,F,6,2
10986,M,1,8
10987,M,6,2
10988,F,1,8
10989,F,1,8
10990,M,1,2
10991,F,6,2
10992,M,2,8
10993,F,4,2
10994,F,4,2
10995,M,4,8
10996,M,4,8
10997,F,1,2
10998,F,3,8
10999,F,1,2
11000,F,3,8
11001,F,3,8
11002,F,1,2
11003,F,3,8
11004,M,1,2
11005,M,6,2
11006,M,6,2
11007,F,4,8
11008,M,2,2
11009,F,2,8
11010,M,2,2
11011,M,5,2
11012,F,6,2
11013,F,2,2
11015,F,2,8
11017,F,1,8
11018,F,2,8
11019,M,3,8
11020,M,4,8
11021,M,2,8
11022,M,1,8
11023,M,4,8
11024,M,2,8
11025,F,1,8
11027,F,2,8
11030,F,1,8
11031,F,2,8
11032,M,5,8
11034,M,3,8
11035,F,1,8
11036,M,4,8
11037,M,1,8
11038,M,1,8
11039,M,1,8
11041,F,1,8
11043,F,2,8
11044,M,2,8
11045,F,1,8
11046,M,3,8
11047,F,3,8
11048,M,6,8
11049,F,3,8
11052,F,3,8
11053,F,1,8
11054,F,6,2
11055,M,2,8
11056,M,2,8
11057,F,1,8
11058,M,1,2
11059,M,2,2
11060,M,3,8
11061,F,2,2
11062,F,1,8
11063,F,1,2
11064,M,2,8
11065,F,1,2
11066,M,3,8
11067,M,3,2
11068,F,5,8
11069,M,2,2
11070,M,4,2
11071,F,2,8
11072,F,3,2
11073,F,6,8
11074,M,3,2
11075,F,6,8
11076,M,3,2
11077,F,2,8
11078,F,2,2
11079,M,1,2
11080,M,1,2
11081,M,3,8
11082,M,2,2
11083,F,6,8
11084,F,2,2
11085,M,4,8
11086,F,1,2
11087,M,3,8
11088,F,3,2
11089,F,2,8
11090,F,3,2
11091,F,3,2
11092,M,2,8
11093,F,1,2
11094,M,1,8
11095,F,3,2
11096,F,3,2
11097,F,5,2
11098,F,1,8
11099,F,6,2
11100,M,1,8
11101,M,1,8
11102,F,1,8
11104,F,5,8
11105,M,5,8
11106,F,5,8
11107,F,5,8
11108,F,4,2
11109,F,6,2
11110,F,5,8
11111,M,4,2
11112,F,4,2
11113,F,3,8
11114,M,2,8
11115,M,4,2
11116,F,6,8
11117,M,4,2
11118,M,4,2
11119,F,6,8
11120,F,2,8
11121,F,4,2
11122,F,5,2
11123,F,6,8
11124,F,2,2
11125,M,4,2
11126,F,2,8
11127,M,2,8
11128,M,3,8
11129,M,1,8
11130,M,2,8
11131,M,3,8
11132,M,1,8
11133,F,1,8
11135,M,3,8
11136,M,3,8
11137,F,1,8
11138,M,4,8
11139,F,1,1
11143,F,1,1
11144,F,1,8
11145,M,4,8
11146,M,2,8
11147,M,1,8
11148,M,4,8
11149,M,1,8
11150,M,2,8
11151,M,2,8
11153,M,5,8
11154,M,2,8
11155,M,4,8
11156,M,3,8
11157,M,4,8
11158,M,1,8
11159,M,1,8
11160,M,2,8
11162,F,1,8
11163,M,3,8
11164,M,2,8
11165,M,3,8
11167,F,1,1
11168,M,4,8
11169,M,3,8
11170,F,2,8
11171,M,3,8
11172,M,4,8
11173,M,3,8
11174,M,2,8
11175,M,4,8
11176,M,2,8
11177,M,3,8
11178,M,3,8
11179,M,6,8
11180,M,1,8
11181,M,1,8
11182,F,1,8
11183,F,1,8
11184,M,3,8
11186,F,5,8
11187,F,3,8
11188,M,5,8
11189,F,1,8
11190,M,3,8
11191,F,3,8
11192,M,3,8
11193,M,4,8
11194,M,5,8
11195,M,4,8
11196,F,2,8
11197,M,4,8
11198,F,6,8
11199,F,1,8
11200,M,1,8
11201,F,1,8
11202,M,2,8
11203,F,1,8
11204,M,5,8
11205,F,1,8
11206,F,6,8
11207,M,4,8
11208,M,6,8
11209,F,2,8
11210,M,3,8
11211,F,1,8
11212,F,6,8
11213,F,1,8
11214,M,6,8
11215,M,3,8
11216,M,6,8
11217,F,6,8
11218,M,4,8
11219,M,5,8
11221,M,6,8
11222,M,3,8
11223,F,6,8
11225,M,3,8
11226,F,1,8
11227,M,2,8
11228,M,4,8
11229,M,4,8
11230,M,2,8
11231,M,4,8
11232,M,4,8
11233,M,1,8
11234,M,1,8
11235,F,1,8
11236,M,5,8
11237,M,1,8
11238,M,2,8
11239,F,1,8
11240,M,4,8
11241,M,3,8
11242,F,2,8
11243,M,3,8
11244,F,1,8
11245,F,2,8
11246,F,2,8
11247,F,1,8
11248,F,3,8
11250,M,3,8
11251,M,5,8
11252,M,3,8
11253,M,4,8
11254,M,3,8
11257,M,3,8
11258,M,3,8
11260,M,4,8
11261,F,1,1
11262,M,4,8
11263,M,3,8
11264,F,1,1
11265,M,4,8
11266,M,1,8
11267,M,5,8
11268,M,2,8
11269,M,1,8
11270,M,1,8
11271,M,1,8
20001,F,1,8
20002,F,1,8
20003,F,2,8
20004,F,2,8
20005,F,2,8
20006,F,3,8
20007,F,3,8
20008,F,3,8
20009,F,3,8
20010,F,4,8
20011,F,4,8
20012,F,5,8
20013,F,5,8
20014,F,5,8
20015,F,6,8
20016,F,6,8
20017,F,6,8
20018,F,6,8
20019,M,1,8
20020,M,1,8
20021,M,1,8
20022,M,2,8
20023,M,2,8
20024,M,3,8
20025,M,3,8
20026,M,4,8
20027,M,4,8
20028,M,4,8
20029,M,6,8
20030,M,6,8
20031,M,6,8
20032,M,6,8
20033,F,1,8
20034,F,1,8
20035,F,1,8
20036,F,2,8
20037,F,2,8
20038,F,2,8
20039,F,3,8
20040,F,3,8
20041,F,3,8
20042,F,3,8
20043,F,3,8
20044,F,2,8
20045,F,2,8
20046,F,4,8
20047,F,4,8
20048,F,5,8
20049,F,5,8
20050,F,6,8
20051,M,1,8
20052,M,1,8
20053,M,1,8
20054,M,2,8
20055,M,2,8
20056,M,2,8
20057,M,2,8
20058,F,2,8
20059,M,3,8
20060,M,3,8
20061,M,3,8
20062,M,3,8
20063,M,4,8
20064,M,5,8
20065,F,1,8
20066,F,1,8
20067,F,1,8
20068,F,1,8
20069,F,1,8
20070,F,2,8
20071,F,2,8
20072,F,3,8
20073,F,3,8
20074,F,3,8
20075,F,3,8
20076,F,3,8
20077,F,3,8
20078,F,3,8
20079,F,3,8
20080,F,4,8
20081,F,4,8
20082,F,4,8
20083,F,4,8
20084,F,4,8
20085,F,6,8
20086,M,1,8
20087,M,1,8
20088,M,1,8
20089,M,3,8
20090,M,4,8
20091,M,4,8
20092,M,4,8
20093,M,4,8
20094,M,4,8
20095,F,6,2
20096,F,6,2
20097,F,6,2
20098,F,6,2
20099,F,6,2
20100,F,5,2
20102,F,5,2
20103,F,5,2
20104,F,5,2
20105,F,5,2
20107,F,5,2
20108,M,4,2
20109,F,4,2
20111,F,4,2
20112,F,4,2
20113,F,4,2
20114,F,4,2
20115,F,4,2
20117,F,4,2
20118,F,4,2
20119,F,4,2
20120,F,4,2
20121,F,4,2
20122,F,4,2
20123,F,3,2
20124,F,3,2
20125,F,3,2
20126,F,3,2
20127,F,3,2
20128,F,3,2
20129,F,3,2
20130,F,3,2
20131,F,3,2
20132,F,3,2
20134,F,3,2
20135,F,3,2
20136,F,3,2
20138,F,3,2
20139,F,2,2
20140,F,2,2
20141,F,2,2
20143,F,2,2
20144,F,2,2
20145,F,2,2
20146,F,2,2
20147,F,2,2
20148,F,2,2
20150,F,2,2
20151,F,2,2
20152,F,1,2
20154,F,1,2
20155,F,1,2
20156,F,1,2
20158,F,1,2
20159,F,1,2
20161,F,1,2
20162,M,6,2
20163,M,6,2
20164,M,6,2
20165,M,6,2
20166,M,6,2
20167,M,5,2
20168,M,5,2
20169,M,5,2
20170,M,5,2
20172,M,5,2
20173,M,5,2
20174,M,5,2
20175,M,4,2
20179,M,4,2
20181,M,4,2
20182,M,4,2
20184,M,4,2
20185,M,4,2
20186,M,4,2
20187,M,4,2
20188,M,4,2
20189,M,3,2
20190,M,3,2
20192,M,3,2
20193,M,3,2
20194,M,3,2
20195,M,3,2
20197,M,3,2
20198,M,3,2
20200,M,2,2
20201,M,2,2
20202,M,2,2
20203,M,2,2
20204,M,2,2
20205,M,2,2
20206,M,2,2
20207,M,2,2
20208,M,2,2
20209,M,2,2
20210,M,1,2
20211,M,1,2
20212,M,1,2
20213,M,1,2
20214,M,1,2
20215,M,1,2
20216,M,1,2
20217,M,1,2
20218,M,1,2
20219,M,1,2
20220,M,1,2
20221,M,1,2
20229,M,1,9
20230,M,1,9
20231,M,1,9
20232,M,1,9
20233,M,1,9
20234,M,1,9
20235,M,1,9
20236,M,1,9
20237,M,1,9
20238,M,2,9
20239,M,2,9
20240,M,2,9
20241,M,2,9
20242,M,2,9
20243,M,2,9
20244,M,3,9
20245,M,3,9
20246,M,3,9
20247,M,3,9
20248,M,3,9
20249,M,3,9
20250,M,3,9
20251,M,4,9
20252,M,4,9
20253,M,4,9
20254,M,4,9
20255,M,4,9
20256,M,4,9
20257,M,4,9
20258,M,4,9
20259,M,4,9
20260,M,4,9
20261,M,4,9
20262,M,5,9
20263,M,5,9
20264,M,5,9
20265,M,5,9
20266,M,5,9
20267,M,5,9
20268,M,6,9
20269,M,6,9
20270,M,6,9
20271,M,6,9
20272,M,6,9
20273,F,1,9
20274,F,1,9
20275,F,1,9
20276,F,1,9
20277,F,1,9
20278,F,1,9
20279,F,1,9
20280,F,2,9
20281,F,2,9
20282,F,2,9
20283,F,2,9
20284,F,2,9
20285,F,2,9
20286,F,2,9
20287,F,3,9
20288,F,3,9
20289,F,3,9
20290,F,3,9
20291,F,3,9
20292,F,3,9
20293,F,3,9
20294,F,4,9
20295,F,4,9
20296,F,4,9
20297,F,4,9
20298,F,4,9
20299,F,4,9
20300,F,4,9
20301,F,4,9
20302,F,5,9
20303,F,5,9
20304,F,5,9
20305,F,6,9
20306,F,6,9
20307,F,6,9
20308,F,6,9
20309,F,6,9
20310,F,6,9
20311,F,5,9
20312,F,5,9
20313,F,5,9
20314,F,5,9
20315,F,5,9
20316,F,5,9
20317,F,5,9
20318,F,5,9
20319,F,5,9
20320,F,5,9
20321,F,5,9
20322,F,5,9
20323,F,5,9
20324,F,5,9
20325,F,5,9
20326,F,6,9
20327,F,6,9
20328,F,6,9
20329,F,6,9
20330,F,1,9
20331,F,1,9
20332,F,1,9
20333,F,1,9
20334,F,1,9
20335,F,1,9
20336,F,1,9
20337,F,1,9
20338,F,2,9
20339,F,2,9
20340,F,2,9
20341,F,2,9
20342,F,2,9
20343,F,2,9
20344,F,2,9
20345,F,3,9
20346,F,3,9
20347,F,3,9
20348,F,3,9
20349,F,3,9
20350,F,3,9
20351,F,3,9
20352,F,3,9
20353,F,3,9
20354,F,4,9
20355,F,4,9
20356,F,4,9
20358,F,4,9
20359,F,4,9
20360,F,4,9
20361,F,5,9
20362,F,4,9
20363,F,4,9
20364,F,4,9
20365,F,4,9
20366,F,6,9
20367,F,6,9
20368,F,6,9
20369,F,6,9
20370,F,6,9
20371,F,6,9
20372,F,6,9
20373,F,6,9
20374,F,6,9
20375,F,6,9
20376,M,1,9
20377,M,1,9
20378,M,1,9
20379,M,1,9
20380,M,1,9
20381,M,1,9
20382,M,1,9
20383,M,1,9
20384,M,2,9
20385,M,2,9
20386,M,2,9
20387,M,2,9
20388,M,3,9
20389,M,3,9
20390,M,3,9
20391,M,3,9
20392,M,3,9
20393,M,3,9
20394,M,3,9
20395,M,3,9
20396,M,3,9
20397,M,3,9
20398,M,3,9
20399,M,3,9
20400,M,3,9
20401,M,3,9
20402,M,4,9
20403,M,4,9
20404,M,4,9
20405,M,4,9
20406,M,4,9
20407,M,4,9
20408,M,4,9
20409,M,4,9
20410,M,4,9
20411,M,4,9
20412,M,4,9
20413,M,4,9
20414,M,5,9
20415,M,5,9
20416,M,5,9
20417,M,5,9
20418,M,5,9
20419,M,5,9
20420,M,5,9
20421,M,5,9
20422,M,5,9
20423,M,5,9
20424,M,5,9
20425,M,5,9
20426,M,6,9
20427,M,6,9
20428,M,6,9
20429,M,6,9
20430,M,6,9
20431,M,6,9
20432,M,6,9
20433,M,6,9
20434,M,1,17
20435,M,1,17
20436,M,1,17
20437,M,1,17
20438,M,1,17
20439,M,1,17
20440,M,1,17
20441,M,1,17
20442,M,1,17
20443,M,1,17
20444,M,1,17
20445,M,1,17
20446,M,1,17
20447,M,1,17
20448,M,1,17
20449,M,1,17
20450,M,1,17
20451,M,1,17
20452,M,2,17
20453,M,2,17
20454,M,2,17
20455,M,2,17
20456,M,2,17
20457,M,2,17
20458,M,2,17
20459,M,2,17
20460,M,2,17
20461,M,2,17
20462,M,2,17
20463,M,2,17
20464,M,2,17
20465,M,2,17
20466,M,2,17
20467,M,2,17
20468,M,3,17
20469,M,3,17
20470,M,3,17
20471,M,3,17
20472,M,3,17
20473,M,3,17
20474,M,3,17
20475,M,3,17
20476,M,3,17
20477,M,3,17
20478,M,3,17
20479,M,3,17
20480,M,3,17
20481,M,3,17
20482,M,3,17
20483,M,3,17
20484,M,3,17
20485,M,3,17
20486,M,3,17
20487,M,3,17
20488,M,3,17
20489,M,3,17
20490,M,4,17
20491,M,4,17
20492,M,4,17
20493,M,4,17
20494,M,4,17
20495,M,4,17
20496,M,4,17
20497,M,4,17
20498,M,4,17
20499,M,4,17
20500,M,4,17
20501,M,4,17
20502,M,4,17
20503,M,4,17
20504,M,4,17
20505,M,4,17
20506,M,4,17
20507,M,4,17
20508,M,4,17
20509,M,4,17
20510,M,4,17
20511,M,4,17
20512,M,5,17
20513,M,5,17
20514,M,5,17
20515,M,5,17
20516,M,5,17
20517,M,5,17
20518,M,5,17
20519,M,5,17
20520,M,5,17
20521,M,5,17
20522,M,5,17
20523,M,5,17
20524,M,5,17
20525,M,6,17
20526,M,6,17
20527,M,6,17
20528,M,6,17
20529,M,6,17
20530,M,6,17
20531,M,6,17
20532,M,6,17
20533,M,6,17
20534,M,6,17
20535,F,1,17
20536,F,1,17
20537,F,1,17
20538,F,1,17
20539,F,1,17
20540,F,1,17
20541,F,1,17
20542,F,1,17
20543,F,1,17
20544,F,1,17
20545,F,1,17
20546,F,1,17
20547,F,1,17
20548,F,1,17
20549,F,1,17
20550,F,1,17
20551,F,2,17
20552,F,2,17
20553,F,2,17
20554,F,2,17
20555,F,2,17
20556,F,2,17
20557,F,2,17
20558,F,2,17
20559,F,2,17
20560,F,2,17
20561,F,2,17
20562,F,2,17
20563,F,2,17
20564,F,2,17
20565,F,2,17
20566,F,2,17
20567,F,3,17
20568,F,3,17
20569,F,3,17
20570,F,3,17
20571,F,3,17
20572,F,3,17
20573,F,3,17
20574,F,3,17
20575,F,3,17
20576,F,3,17
20577,F,3,17
20578,F,3,17
20579,F,3,17
20580,F,3,17
20581,F,3,17
20582,F,3,17
20583,F,3,17
20584,F,3,17
20585,F,3,17
20586,F,3,17
20587,F,4,17
20588,M,4,17
20589,F,4,17
20590,F,4,17
20591,F,4,17
20592,F,4,17
20593,F,4,17
20594,F,4,17
20595,F,4,17
20596,F,4,17
20597,F,4,17
20598,F,4,17
20599,F,4,17
20600,F,4,17
20601,F,4,17
20602,F,4,17
20603,F,4,17
20604,F,4,17
20605,F,4,17
20606,F,4,17
20607,F,4,17
20608,F,5,17
20609,F,5,17
20610,F,5,17
20611,F,5,17
20612,F,5,17
20613,F,5,17
20614,F,5,17
20615,F,5,17
20616,F,5,17
20617,F,5,17
20618,F,5,17
20619,F,5,17
20620,F,5,17
20621,F,5,17
20622,F,6,17
20623,F,6,17
20624,F,6,17
20625,F,6,17
20626,F,6,17
20627,F,6,17
20628,F,6,17
20629,F,6,17
20630,F,6,17
20631,F,6,17
20632,F,6,17
20633,F,6,17
20634,F,6,17
20635,F,6,17
20636,F,6,17
20637,F,6,17
