실태조사응답자일련번호,응답자성별코드,응답자연령대코드,응답자거주지역코드
FFNSR_RSPT_CONNO,RSPT_SXDST_CD,RSPT_AGGRP_CD,RSPT_RSDNC_ARCD
3870,F,6,7
3871,M,1,15
3872,F,2,8
3873,M,3,14
3874,M,1,1
3875,M,3,14
3876,F,2,13
3877,M,1,15
3878,M,2,8
3879,M,1,15
3882,F,1,13
3883,M,2,15
3884,M,5,14
3885,F,2,8
3886,F,6,13
3887,F,3,14
3888,M,3,14
3889,M,2,15
3890,F,6,13
3891,M,3,15
3892,M,2,7
3893,F,4,14
3894,M,3,15
3895,M,6,14
3896,F,3,13
3897,F,2,15
3898,M,6,8
3899,F,3,1
3901,M,4,14
3903,F,4,1
3904,F,3,1
3905,M,3,14
3906,F,5,8
3907,M,2,1
3908,F,3,14
3909,M,4,14
3910,F,5,1
3911,F,5,14
3912,M,5,14
3913,F,1,4
3914,M,6,14
3915,M,3,1
3916,F,1,1
3917,F,5,1
3918,F,5,14
3919,F,6,1
3920,F,6,14
3921,F,5,1
3922,F,1,1
3923,M,4,1
3924,F,1,1
3925,F,1,14
3926,M,6,1
3927,F,2,14
3928,F,1,1
3929,F,5,1
3930,F,2,14
3931,F,1,1
3932,M,6,8
3933,M,4,1
3935,F,1,14
3936,F,4,4
3937,M,1,14
3938,M,3,8
3939,M,3,1
3940,F,2,1
3941,M,4,8
3942,F,3,8
3943,F,4,1
3944,M,1,14
3945,F,3,8
3946,F,3,1
3947,F,3,1
3948,F,6,8
3949,F,4,14
3950,M,1,8
3951,F,6,8
3952,F,6,1
3953,M,1,8
3954,F,1,14
3955,F,6,8
3957,M,1,8
3958,M,4,8
3959,M,1,8
3960,F,5,8
3961,F,1,1
3962,M,2,1
3963,F,4,1
3964,M,2,1
3965,F,3,1
3966,F,1,1
3967,M,5,1
3968,M,4,1
3969,F,4,1
3970,F,3,1
3971,F,4,1
3972,M,5,1
3973,M,4,1
3974,F,4,1
3975,F,4,1
3977,M,6,1
3978,M,6,1
3979,F,2,1
3980,F,2,1
3982,F,1,8
3983,M,3,1
3984,M,3,1
3985,M,3,1
3987,M,1,8
3988,F,4,3
3990,M,3,1
3992,M,1,8
3993,M,3,8
3994,M,3,1
3996,F,6,8
3997,F,5,8
3998,F,1,1
3999,F,1,1
4000,M,5,14
4002,M,4,8
4003,F,2,3
4004,F,5,1
4005,M,4,8
4006,M,4,8
4007,F,2,14
4008,F,6,1
4009,F,4,8
4010,F,6,8
4011,F,3,14
4012,M,2,8
4013,F,3,1
4014,F,6,3
4015,F,1,8
4016,F,4,14
4018,M,1,8
4019,F,4,3
4020,F,6,8
4022,F,5,1
4023,M,2,8
4025,F,3,8
4026,M,2,14
4027,F,3,8
4028,M,3,8
4029,M,6,8
4030,F,5,3
4031,F,2,1
4032,F,4,1
4033,M,6,8
4034,F,2,1
4036,F,6,1
4043,F,2,1
4047,F,3,5
4048,F,2,1
4049,F,6,1
4050,M,2,8
4052,F,2,4
4053,F,2,1
4054,F,5,5
4055,M,5,8
4056,F,2,4
4057,F,5,5
4058,M,2,6
4060,M,2,6
4061,M,3,1
4062,F,2,6
4063,F,3,6
4064,M,5,8
4065,F,4,5
4066,M,6,6
4067,M,6,8
4068,M,5,6
4070,F,4,3
4071,M,1,6
4072,F,4,8
4073,M,5,6
4074,M,3,12
4075,F,1,6
4076,F,4,8
4077,F,3,1
4078,M,3,6
4079,F,5,8
4080,F,4,3
4081,F,4,5
4082,F,5,8
4083,M,3,6
4085,F,4,1
4086,M,1,6
4087,F,3,12
4090,M,1,6
4091,F,4,1
4092,F,5,8
4093,M,2,12
4094,F,6,8
4095,F,2,5
4096,F,5,8
4097,F,5,3
4098,F,3,8
4099,F,2,12
4100,F,4,1
4101,M,2,8
4102,M,4,8
4103,F,1,12
4104,F,4,1
4105,M,3,8
4106,F,2,5
4107,F,2,8
4108,F,4,1
4109,M,2,12
4110,M,4,3
4111,F,4,8
4112,M,3,8
4113,F,3,8
4114,F,6,5
4115,F,4,12
4116,M,3,8
4117,M,2,8
4118,F,3,8
4119,M,1,8
4120,F,1,8
4121,M,3,12
4122,M,3,8
4123,M,2,5
4124,F,5,8
4125,F,2,8
4126,M,4,5
4127,M,4,3
4128,M,3,3
4129,F,5,8
4131,M,2,3
4132,M,3,8
4133,M,2,8
4134,M,1,8
4135,F,3,8
4137,F,5,8
4138,F,3,8
4139,M,2,8
4140,M,4,5
4141,M,5,8
4142,M,3,12
4144,F,3,1
4146,F,2,8
4147,F,5,3
4148,F,6,1
4149,F,2,8
4150,F,5,8
4151,F,3,8
4152,F,1,15
4153,F,6,1
4154,M,2,8
4155,M,2,12
4156,M,2,3
4157,F,6,3
4158,F,1,15
4159,F,6,1
4161,M,3,5
4163,M,6,8
4164,F,6,8
4165,F,3,1
4167,M,2,12
4168,F,3,1
4169,M,1,8
4170,F,6,8
4171,M,3,12
4172,F,1,8
4173,M,4,5
4174,F,6,8
4175,F,1,8
4176,M,1,8
4177,F,6,8
4178,M,3,5
4179,F,4,8
4181,M,5,5
4182,F,4,8
4183,F,3,8
4184,M,2,8
4185,M,4,8
4186,F,3,8
4187,M,4,1
4188,F,4,8
4190,F,4,8
4191,F,5,8
4192,F,1,11
4193,F,4,8
4194,F,6,3
4195,M,2,8
4196,F,1,8
4199,F,2,3
4200,M,1,8
4201,F,4,8
4202,M,5,8
4203,F,3,8
4204,F,4,8
4205,F,4,8
4206,F,4,8
4208,M,5,16
4209,F,5,8
4210,M,2,7
4211,F,5,8
4212,F,1,8
4213,M,3,8
4214,M,5,6
4215,M,5,8
4217,F,4,8
4218,M,1,8
4219,F,3,8
4220,M,4,1
4221,F,6,12
4222,F,4,8
4223,M,3,7
4225,F,2,16
4226,M,1,8
4227,M,2,8
4228,M,6,8
4229,F,4,8
4230,M,5,8
4231,M,3,7
4232,M,1,11
4233,F,1,8
4234,F,6,8
4235,F,4,8
4236,M,5,12
4237,F,4,12
4238,F,4,16
4239,M,2,16
4241,M,2,16
4242,M,2,16
4243,F,6,8
4244,F,1,16
4246,M,5,8
4247,F,6,16
4249,F,6,16
4250,F,6,16
4252,F,5,16
4254,F,3,8
4255,F,2,16
4256,M,1,3
4257,F,1,16
4258,F,4,8
4259,M,4,16
4260,F,3,8
4261,F,2,1
4262,M,3,16
4263,F,3,8
4264,F,2,1
4266,M,1,8
4267,M,3,1
4268,F,6,8
4269,M,5,7
4270,M,3,2
4271,M,5,1
4272,M,4,2
4274,F,1,2
4275,M,2,8
4276,F,1,2
4278,F,1,2
4279,M,2,1
4280,F,2,2
4281,F,5,8
4283,F,2,8
4284,F,3,1
4285,F,2,8
4286,F,2,2
4288,F,3,2
4289,M,6,8
4290,F,5,8
4291,M,1,1
4292,M,2,8
4293,F,3,8
4296,F,3,2
4297,M,4,16
4298,M,4,8
4299,F,3,8
4300,M,1,6
4302,F,5,7
4303,M,3,8
4304,F,5,8
4306,F,3,1
4307,F,4,8
4308,F,1,8
4309,M,2,1
4310,F,5,8
4311,M,6,8
4312,F,3,2
4314,M,6,16
4316,F,3,2
4317,F,1,1
4318,F,5,8
4319,M,6,1
4320,F,4,8
4321,M,6,5
4322,F,4,2
4323,F,2,8
4324,F,2,8
4325,F,3,8
4326,F,3,1
4328,F,4,2
4329,M,5,8
4330,F,6,8
4332,M,5,8
4333,M,6,8
4334,F,4,2
4335,F,2,8
4336,M,1,1
4337,F,1,1
4338,M,1,7
4339,F,5,8
4340,M,6,16
4341,M,5,8
4342,F,4,2
4343,F,1,8
4344,F,2,8
4345,F,6,8
4346,F,6,16
4347,M,5,8
4348,F,5,2
4349,M,4,1
4350,F,2,8
4351,M,4,8
4352,F,5,2
4353,M,6,1
4354,F,6,16
4355,M,5,8
4356,F,6,2
4357,M,3,8
4358,F,4,8
4359,F,6,2
4360,F,2,8
4361,F,5,8
4362,M,2,1
4363,M,4,4
4364,F,5,2
4365,F,1,1
4366,M,4,8
4367,F,6,16
4368,F,1,7
4369,M,1,2
4371,F,6,16
4372,F,6,8
4373,M,6,1
4375,M,4,12
4376,F,5,8
4377,M,1,8
4378,F,1,1
4379,F,1,1
4381,F,4,8
4382,M,4,4
4383,M,5,8
4384,M,3,8
4386,M,1,8
4387,M,1,2
4388,F,6,8
4389,F,2,8
4390,F,3,7
4391,M,6,1
4392,M,1,2
4393,F,1,8
4394,M,1,1
4395,M,2,8
4396,M,3,8
4397,M,4,1
4398,M,6,1
4399,M,1,2
4400,F,5,8
4402,M,1,7
4403,M,3,2
4404,F,1,1
4405,M,3,8
4406,F,6,1
4407,F,1,1
4408,M,3,2
4409,M,2,1
4410,F,3,8
4411,M,1,15
4412,M,4,1
4413,M,5,8
4415,M,3,2
4416,M,3,2
4417,F,4,7
4418,M,3,15
4419,M,1,8
4420,M,3,1
4421,M,6,1
4422,M,2,1
4424,M,1,8
4425,F,6,1
4426,M,3,2
4427,M,4,8
4428,F,5,1
4429,F,6,1
4430,F,3,1
4431,M,3,2
4432,M,1,8
4433,F,2,7
4434,M,3,2
4435,F,6,1
4436,M,3,1
4439,F,4,4
4440,F,1,1
4441,F,3,8
4442,F,2,12
4443,M,4,2
4445,M,2,8
4446,F,2,7
4447,M,3,1
4448,F,5,4
4449,F,5,16
4450,M,4,12
4451,M,1,1
4452,F,3,4
4454,M,2,1
4455,F,4,8
4456,M,2,4
4457,M,5,16
4458,F,3,1
4459,F,3,1
4460,M,1,1
4461,F,5,16
4462,M,3,8
4463,F,2,1
4464,F,5,8
4465,F,4,16
4466,M,2,1
4467,F,2,8
4468,F,5,1
4469,M,2,12
4470,F,2,1
4471,M,3,12
4472,F,2,8
4473,F,5,1
4474,M,4,12
4475,F,2,1
4476,M,3,12
4477,M,5,8
4478,M,2,1
4479,M,6,8
4480,M,6,1
4481,F,3,12
4482,M,1,8
4483,F,4,12
4484,M,6,8
4485,M,2,12
4486,M,2,12
4487,M,4,12
4488,F,4,12
4489,M,6,12
4490,M,6,12
4491,F,6,12
4492,F,6,12
4493,F,5,12
4494,F,5,12
4495,M,4,12
4496,F,4,16
4497,F,1,16
4498,F,4,8
4499,M,4,16
4500,F,1,1
4501,M,6,16
4503,F,1,5
4504,F,4,8
4505,F,4,7
4506,F,4,8
4507,F,6,8
4508,M,4,2
4509,M,2,8
4510,M,4,2
4511,F,3,8
4512,M,4,2
4513,F,5,8
4514,M,3,1
4515,F,2,1
4516,F,3,6
4517,M,6,8
4518,M,4,2
4519,M,4,7
4521,F,4,8
4522,M,1,6
4523,M,5,8
4524,M,5,6
4525,M,2,8
4526,F,5,8
4527,M,3,1
4528,F,6,1
4529,M,1,6
4530,M,2,1
4531,M,3,6
4532,M,2,8
4536,F,2,10
4537,F,1,8
4538,F,2,1
4539,F,3,7
4540,F,3,1
4541,F,2,14
4542,M,2,14
4543,M,1,4
4544,F,4,8
4545,F,1,8
4546,F,2,1
4547,M,4,2
4548,M,1,1
4549,F,1,8
4550,M,3,14
4551,M,1,4
4553,M,4,2
4554,M,2,6
4555,F,2,8
4556,M,1,14
4557,M,5,2
4558,F,1,6
4559,M,5,2
4560,M,2,8
4561,M,5,2
4562,F,4,14
4563,F,4,14
4564,F,6,8
4565,F,1,3
4567,M,3,6
4569,F,4,8
4570,M,4,4
4571,M,4,2
4572,M,4,14
4573,M,6,8
4574,F,1,14
4575,M,1,1
4576,M,5,2
4577,M,3,8
4578,F,3,7
4579,M,5,2
4580,F,5,14
4581,M,5,8
4582,M,2,14
4583,F,1,2
4584,F,1,8
4585,F,3,4
4586,F,1,2
4587,M,1,8
4588,F,5,16
4589,M,6,3
4590,F,1,2
4591,F,5,8
4593,F,1,8
4594,M,6,1
4595,M,4,8
4597,F,1,2
4598,F,3,16
4599,M,4,16
4600,M,1,3
4601,M,5,16
4602,F,1,2
4604,M,5,16
4605,F,1,2
4606,F,1,1
4607,M,4,4
4608,F,5,16
4609,F,1,2
4610,M,6,16
4611,F,2,2
4612,F,1,1
4613,F,2,2
4614,M,1,3
4615,F,2,2
4617,M,3,14
4618,F,5,8
4619,F,2,2
4620,M,2,4
4621,F,6,1
4622,M,4,7
4623,F,2,2
4624,M,4,1
4625,M,3,14
4626,M,2,14
4627,F,5,7
4628,F,4,3
4630,M,4,3
4631,F,3,1
4632,F,3,14
4633,F,4,14
4634,F,2,1
4635,M,1,1
4636,M,3,3
4637,F,3,1
4638,M,3,3
4640,F,4,3
4641,F,6,14
4642,F,2,2
4643,M,2,7
4644,M,3,1
4645,F,3,1
4646,M,4,3
4647,M,1,14
4648,F,3,2
4649,M,2,14
4650,M,3,16
4651,F,3,2
4652,M,3,1
4653,M,4,7
4654,F,3,2
4655,F,3,2
4656,F,5,3
4657,M,3,16
4658,F,6,3
4660,F,1,3
4661,M,3,7
4662,F,3,2
4663,F,3,2
4664,M,2,3
4666,M,6,16
4667,M,3,16
4668,F,1,4
4669,M,5,3
4670,F,2,1
4673,F,5,6
4674,M,6,16
4675,M,2,7
4676,M,3,3
4677,M,6,7
4678,M,1,16
4679,M,1,16
4681,M,4,16
4682,M,2,12
4683,F,3,16
4684,M,2,7
4685,M,3,12
4686,F,3,2
4687,M,1,16
4688,F,1,7
4689,F,5,1
4690,F,4,16
4691,M,5,12
4692,F,4,2
4693,M,2,6
4694,F,3,16
4695,F,4,2
4696,F,2,10
4697,F,4,1
4698,F,2,16
4699,M,1,1
4700,F,4,7
4701,F,4,2
4702,M,4,3
4703,F,2,14
4704,F,1,14
4706,F,5,8
4707,F,4,2
4708,F,3,10
4709,M,3,6
4710,M,5,14
4711,F,6,7
4712,F,2,14
4713,F,4,2
4714,M,6,1
4717,F,3,6
4718,F,4,2
4719,F,3,12
4720,F,5,8
4721,F,3,7
4722,F,3,1
4723,M,5,1
4724,F,3,7
4725,F,1,14
4727,M,5,11
4728,M,5,12
4729,M,3,14
4730,M,4,6
4731,F,1,1
4732,F,4,2
4733,M,4,7
4734,F,5,12
4735,F,4,6
4736,M,6,1
4737,M,4,3
4738,F,5,14
4739,F,6,14
4740,M,4,6
4741,F,5,12
4742,M,6,1
4743,M,4,8
4744,M,5,14
4745,M,6,14
4746,M,3,12
4747,M,5,6
4749,M,1,1
4750,F,3,10
4751,F,5,12
4752,F,5,6
4753,M,3,1
4754,F,6,14
4755,F,3,14
4757,M,3,16
4758,F,1,12
4760,M,4,10
4762,F,3,12
4763,F,1,14
4764,F,2,6
4765,M,2,6
4766,F,5,1
4768,M,4,8
4771,F,1,1
4772,F,4,6
4773,F,3,12
4775,M,3,1
4776,M,4,3
4777,F,3,12
4779,F,5,14
4780,F,3,14
4781,M,4,8
4782,M,5,14
4784,F,5,8
4785,M,6,14
4786,F,4,10
4787,F,3,14
4788,F,1,8
4790,M,5,3
4791,F,1,12
4792,M,4,14
4793,F,4,10
4794,M,2,1
4795,M,6,6
4796,M,4,14
4797,M,2,10
4798,F,2,6
4799,M,2,1
4800,F,3,12
4801,F,2,12
4802,F,6,6
4803,F,2,12
4804,M,5,8
4805,M,4,12
4806,M,3,12
4807,F,3,6
4808,F,5,8
4809,F,6,6
4810,M,6,6
4811,F,2,6
4812,M,4,12
4813,F,1,6
4814,M,4,8
4816,M,3,12
4817,M,1,12
4818,F,2,8
4819,M,4,8
4820,M,2,8
4821,M,6,7
4822,F,3,7
4824,F,3,8
4825,M,4,15
4826,F,3,7
4828,M,1,4
4829,M,4,7
4830,M,5,1
4831,F,4,4
4832,F,3,8
4833,F,4,4
4834,F,1,5
4835,F,4,1
4836,F,3,15
4837,M,4,8
4838,F,5,4
4839,F,2,8
4840,M,6,4
4841,M,4,1
4842,M,4,14
4843,F,6,5
4844,M,3,7
4845,M,1,7
4846,F,6,4
4847,M,4,7
4848,M,4,14
4849,M,4,7
4850,F,6,4
4851,M,4,3
4852,F,4,7
4853,F,6,4
4854,F,6,1
4855,M,2,7
4856,M,1,1
4857,F,6,4
4858,M,3,7
4859,M,4,16
4860,F,6,2
4862,F,6,1
4864,F,3,1
4865,M,6,7
4867,F,3,1
4868,F,6,2
4869,M,1,10
4870,F,6,15
4871,F,6,1
4872,F,2,10
4873,M,2,8
4874,F,6,2
4875,F,1,3
4876,F,5,14
4877,F,5,14
4878,F,3,10
4879,F,6,2
4882,F,3,1
4884,F,6,7
4885,F,5,9
4886,M,4,7
4887,F,1,10
4889,F,5,2
4890,M,1,1
4892,M,5,1
4893,F,5,7
4894,M,2,8
4895,F,4,10
4897,F,6,14
4898,M,2,14
4901,F,4,1
4902,F,3,9
4903,M,1,1
4905,F,3,13
4906,F,4,14
4907,F,5,14
4908,M,4,16
4909,M,3,1
4910,F,5,13
4911,F,6,1
4912,F,4,7
4913,F,6,16
4916,F,2,1
4917,F,1,1
4918,M,1,14
4919,M,1,14
4920,M,5,13
4921,M,3,8
4922,F,4,16
4923,F,1,1
4924,M,6,15
4925,F,5,1
4926,F,3,5
4927,F,4,14
4928,M,3,3
4929,F,4,13
4931,M,3,15
4932,M,6,14
4933,M,5,3
4934,M,5,16
4935,F,1,1
4937,F,4,7
4938,F,1,1
4939,F,6,15
4940,F,4,15
4941,M,5,9
4942,M,5,14
4944,M,1,1
4945,F,6,14
4946,F,1,3
4947,F,4,5
4948,F,6,7
4949,M,3,15
4950,M,4,9
4951,M,4,13
4952,F,1,1
4953,F,6,1
4954,M,1,1
4955,F,5,3
4956,M,4,1
4957,F,4,14
4958,F,4,14
4959,M,1,13
4960,F,5,3
4961,M,1,13
4963,M,1,1
4964,M,5,3
4965,M,4,15
4967,M,3,16
4968,M,1,7
4969,M,3,14
4970,M,4,14
4971,F,2,7
4972,F,5,3
4975,M,4,1
4976,M,2,16
4977,F,1,13
4978,M,1,7
4979,M,1,15
4980,M,4,8
4981,M,1,1
4982,M,6,7
4983,M,1,13
4984,F,2,3
4985,M,2,14
4986,M,5,16
4987,M,1,13
4988,M,4,14
4989,M,1,15
4990,F,6,7
4991,M,1,13
4992,M,4,1
4993,M,1,13
4994,M,6,16
4995,F,1,13
4996,M,6,7
4998,F,1,13
4999,F,3,7
5000,F,1,14
5001,M,1,3
5002,F,6,1
5003,M,1,14
5004,M,6,3
5005,M,6,16
5007,M,2,15
5008,F,4,7
5010,M,3,7
5011,F,5,16
5012,M,2,14
5013,F,3,13
5014,F,5,16
5015,M,6,14
5016,F,1,14
5017,F,5,16
5018,F,6,3
5019,F,4,15
5020,F,6,14
5021,M,1,7
5023,F,3,1
5026,F,3,16
5027,M,3,1
5028,F,3,13
5029,F,5,1
5030,M,4,16
5031,F,4,7
5033,F,2,13
5035,F,6,1
5036,F,6,1
5037,M,3,13
5038,M,2,7
5039,F,1,15
5040,F,1,7
5041,F,3,14
5042,F,2,3
5043,F,1,7
5044,F,6,3
5045,F,1,14
5046,M,6,1
5047,F,3,13
5049,F,1,15
5050,F,1,7
5051,F,1,1
5052,M,4,14
5053,F,2,7
5054,F,6,3
5055,F,5,16
5056,M,3,14
5058,M,6,3
5059,M,4,16
5062,M,1,1
5063,M,4,14
5064,F,1,7
5066,M,1,15
5067,M,3,9
5068,M,4,14
5069,M,1,1
5070,M,5,16
5071,F,6,1
5072,M,6,9
5073,M,3,3
5074,M,3,14
5075,M,1,1
5076,M,3,14
5079,M,3,16
5080,F,6,9
5082,M,4,5
5083,F,4,10
5084,M,1,16
5085,M,5,10
5086,F,1,14
5087,F,3,14
5088,M,3,9
5089,M,6,5
5090,M,5,7
5091,F,1,16
5093,F,6,7
5095,M,1,3
5097,M,5,14
5099,M,3,8
5100,F,1,1
5101,M,1,16
5102,F,6,7
5103,M,5,14
5105,F,3,14
5106,M,3,10
5107,F,6,16
5108,F,2,8
5109,F,2,14
5110,F,3,10
5111,M,1,8
5112,F,3,8
5113,F,2,7
5114,M,4,8
5115,F,1,14
5117,F,2,14
5118,F,3,10
5119,F,3,14
5120,F,2,16
5121,M,4,8
5122,F,4,8
5123,M,6,8
5124,F,1,1
5125,M,4,8
5126,M,3,8
5127,F,4,8
5131,F,1,1
5132,M,1,8
5133,M,3,8
5134,M,5,8
5136,M,4,8
5138,F,1,1
5139,F,2,8
5140,F,2,8
5142,M,3,8
5143,M,3,8
5144,M,4,9
5145,M,4,8
5147,M,3,1
5148,M,4,1
5149,F,4,5
5150,F,5,8
5151,M,4,5
5152,F,4,8
5154,F,6,1
5155,F,1,1
5156,F,5,8
5158,F,4,8
5159,F,4,1
5160,F,1,1
5162,F,2,1
5163,F,6,8
5164,F,1,1
5166,M,5,8
5167,M,3,9
5168,M,6,8
5169,F,1,1
5170,F,3,1
5171,F,6,15
5172,F,6,8
5173,M,2,8
5174,F,3,9
5175,M,2,9
5176,M,4,5
5177,M,5,1
5178,M,1,15
5179,F,5,8
5180,M,2,8
5181,F,2,8
5182,M,4,1
5183,F,4,8
5184,F,3,8
5185,M,1,1
5186,M,5,1
5188,F,3,5
5189,M,5,8
5190,M,5,8
5192,M,4,8
5193,F,4,1
5195,F,4,1
5196,F,1,15
5197,F,2,1
5198,F,3,1
5199,F,6,15
5200,F,4,8
5202,F,4,1
5203,F,2,1
5204,F,2,5
5205,F,2,1
5206,M,1,1
5207,M,4,1
5208,M,4,15
5209,F,1,9
5211,F,6,15
5212,F,5,1
5213,M,5,10
5214,M,6,8
5215,M,1,8
5216,M,5,8
5217,M,5,15
5218,F,6,10
5219,F,5,1
5220,F,3,14
5221,F,6,15
5222,F,2,5
5223,F,6,15
5224,F,3,15
5225,F,2,14
5227,M,4,1
5228,F,4,5
5230,M,3,14
5231,F,1,7
5233,M,1,5
5234,F,2,1
5235,F,4,3
5238,M,4,14
5239,F,3,3
5240,M,1,1
5241,M,1,5
5242,M,1,5
5243,F,4,3
5244,F,4,1
5246,F,4,5
5247,M,6,15
5249,F,2,3
5250,F,5,15
5251,F,3,3
5252,F,3,1
5254,M,2,3
5255,M,5,15
5256,F,5,14
5257,M,2,5
5259,M,2,14
5260,F,3,3
5261,F,4,3
5262,F,6,15
5263,M,4,3
5264,M,1,5
5265,F,4,15
5266,F,4,14
5267,M,4,3
5269,F,3,5
5272,M,4,9
5273,M,2,5
5275,M,6,3
5277,M,5,1
5278,M,1,9
5279,M,3,3
5280,F,2,3
5281,M,3,14
5283,M,2,5
5284,F,3,1
5285,F,5,15
5286,M,3,3
5288,M,3,5
5289,M,5,3
5290,M,4,14
5291,M,3,15
5292,M,1,3
5293,F,6,5
5294,F,3,5
5296,F,5,3
5297,M,4,3
5298,M,5,5
5299,M,5,14
5300,F,1,1
5301,F,1,5
5302,F,5,3
5303,F,6,14
5304,M,5,8
5305,F,4,5
5306,F,1,1
5307,M,6,14
5308,M,5,3
5309,F,5,10
5310,F,4,5
5311,M,4,8
5312,F,2,3
5313,F,1,1
5314,M,4,8
5315,F,1,14
5316,F,5,10
5317,M,4,8
5318,M,4,10
5319,F,6,14
5320,M,4,8
5321,M,2,3
5322,M,3,8
5323,F,1,8
5324,M,3,8
5326,M,4,1
5327,M,4,14
5328,F,6,3
5329,F,1,3
5331,F,4,8
5332,F,2,3
5333,F,3,16
5334,M,2,8
5335,M,6,1
5336,M,3,5
5337,F,6,8
5338,M,1,3
5339,M,1,8
5340,M,2,3
5341,M,1,3
5342,M,5,16
5343,M,3,8
5344,F,6,8
5345,F,2,3
5346,F,1,1
5347,M,4,9
5348,M,2,8
5349,F,1,1
5350,M,3,13
5351,F,1,8
5352,M,5,1
5353,M,2,8
5354,F,2,13
5355,M,4,8
5356,M,6,3
5357,F,5,3
5358,F,1,1
5359,M,3,3
5361,M,3,15
5362,F,2,8
5363,F,5,13
5366,F,1,8
5367,M,4,8
5368,M,1,1
5369,F,6,3
5370,M,5,4
5371,M,1,1
5372,M,3,15
5373,F,1,13
5374,F,1,8
5376,F,2,3
5378,M,1,13
5379,M,1,1
5380,F,3,15
5381,F,3,8
5382,M,1,8
5383,M,1,8
5385,F,6,3
5386,F,1,1
5387,F,2,8
5388,M,1,3
5389,F,4,15
5390,M,2,1
5391,M,4,5
5392,F,6,1
5393,F,4,3
5394,F,2,3
5395,M,2,3
5396,M,4,3
5397,F,4,15
5398,F,4,8
5399,M,1,8
5400,M,2,4
5401,F,1,1
5402,M,3,8
5403,F,2,15
5404,M,5,5
5405,F,1,8
5406,F,2,5
5407,M,5,3
5408,F,6,3
5409,F,2,4
5410,F,1,8
5411,M,4,1
5412,M,2,8
5414,M,1,8
5416,F,3,8
5417,F,4,5
5418,F,5,5
5419,F,4,8
5420,F,5,3
5421,M,5,8
5423,F,2,4
5424,M,5,8
5425,M,3,3
5426,F,4,5
5427,F,4,8
5428,F,3,8
5429,F,4,8
5430,M,2,3
5431,M,5,3
5432,M,2,1
5433,F,6,8
5434,M,1,5
5435,M,1,5
5436,F,1,8
5438,M,2,8
5439,F,1,5
5440,F,4,8
5441,M,6,5
5442,F,2,8
5443,F,2,9
5444,F,5,5
5445,M,2,8
5446,M,3,5
5447,M,1,8
5448,F,1,9
5449,M,2,8
5450,F,4,9
5451,M,2,5
5452,F,2,5
5454,F,1,5
5455,F,2,8
5456,F,3,8
5457,F,2,8
5458,M,1,8
5459,F,6,8
5460,M,3,11
5461,M,1,7
5462,F,5,8
5463,F,5,8
5464,F,6,8
5466,M,5,8
5467,F,4,8
5468,F,3,5
5469,M,4,8
5472,F,3,8
5473,F,4,8
5474,F,4,9
5475,F,6,8
5476,F,6,8
5477,M,1,8
5478,F,4,9
5479,F,6,8
5480,M,3,8
5481,F,5,9
5482,F,4,1
5483,M,1,14
5484,M,2,8
5485,M,4,5
5486,F,4,14
5487,F,2,10
5488,F,4,1
5490,F,3,1
5492,M,1,14
5493,F,5,9
5494,M,4,1
5495,M,6,9
5496,F,3,14
5497,M,6,1
5498,F,3,9
5499,F,3,5
5501,F,1,10
5502,M,1,1
5503,M,4,9
5504,M,1,5
5505,M,2,14
5507,M,3,5
5508,F,5,3
5509,M,1,9
5510,M,2,5
5511,F,1,9
5512,M,2,11
5513,M,3,5
5514,F,3,5
5516,M,2,5
5517,M,5,3
5518,F,3,5
5519,M,6,3
5520,F,3,5
5521,M,4,5
5522,F,5,5
5523,F,3,5
5524,M,2,3
5526,F,4,3
5527,F,3,3
5528,M,2,1
5529,M,6,14
5531,M,5,5
5532,M,5,3
5533,M,4,14
5535,F,1,1
5537,M,3,1
5538,M,4,14
5539,F,2,5
5540,F,1,1
5541,M,1,15
5542,M,2,14
5543,M,1,15
5544,M,2,1
5545,F,5,14
5546,M,1,14
5548,F,2,5
5549,M,4,14
5550,F,6,3
5551,M,4,5
5552,F,3,14
5554,M,4,3
5555,F,2,14
5556,F,4,14
5558,M,3,3
5559,M,2,1
5560,M,1,14
5562,M,4,3
5563,M,6,14
5564,F,4,14
5565,M,1,5
5566,M,4,3
5567,M,5,14
5568,M,2,14
5569,M,3,1
5570,M,4,3
5571,F,6,9
5574,M,4,5
5575,M,1,14
5576,F,5,9
5577,F,1,14
5578,F,1,4
5579,F,6,9
5581,M,1,3
5582,F,1,14
5583,M,3,14
5584,M,5,14
5585,F,3,3
5586,M,3,5
5587,M,2,1
5588,M,2,10
5589,F,6,3
5593,M,5,5
5595,M,3,14
5596,M,4,3
5597,M,4,14
5598,M,3,10
5599,M,6,14
5600,M,5,1
5602,F,3,14
5605,F,1,5
5606,M,5,14
5608,F,6,14
5609,M,4,14
5610,M,1,1
5611,F,3,10
5612,M,2,14
5613,F,6,14
5614,M,2,16
5616,M,1,1
5617,F,2,14
5618,M,1,3
5619,M,5,3
5620,F,2,14
5621,F,1,3
5623,M,2,11
5624,M,6,1
5626,M,2,3
5627,M,1,14
5628,M,1,11
5630,F,6,3
5631,F,6,14
5632,F,6,14
5633,F,2,3
5634,F,1,3
5635,F,1,6
5636,M,1,10
5637,F,1,11
5638,M,5,10
5639,F,3,3
5640,M,3,3
5641,F,5,3
5643,F,6,14
5644,M,4,14
5645,M,6,14
5647,M,1,3
